#TimeIteration Time SubCycles NewtonSteps Lx Ly Lz 
3990 3.989500e-04 1 1 1.116320e+05 -3.367233e+02 4.846714e-01 
3991 3.990500e-04 1 1 1.116562e+05 -3.364405e+02 4.850923e-01 
3992 3.991500e-04 1 1 1.116803e+05 -3.361571e+02 4.855135e-01 
3993 3.992500e-04 1 1 1.117044e+05 -3.358732e+02 4.859349e-01 
3994 3.993500e-04 1 1 1.117285e+05 -3.355887e+02 4.863565e-01 
3995 3.994500e-04 1 1 1.117526e+05 -3.353037e+02 4.867784e-01 
3996 3.995500e-04 1 1 1.117767e+05 -3.350180e+02 4.872005e-01 
3997 3.996500e-04 1 1 1.118008e+05 -3.347319e+02 4.876229e-01 
3998 3.997500e-04 1 1 1.118249e+05 -3.344451e+02 4.880455e-01 
3999 3.998500e-04 1 1 1.118490e+05 -3.341578e+02 4.884683e-01 
4000 3.999500e-04 1 1 1.118731e+05 -3.338700e+02 4.888914e-01 
4001 4.000500e-04 1 1 1.118971e+05 -3.335815e+02 4.893147e-01 
4002 4.001500e-04 1 1 1.119212e+05 -3.332926e+02 4.897383e-01 
4003 4.002500e-04 1 1 1.119453e+05 -3.330030e+02 4.901621e-01 
4004 4.003500e-04 1 1 1.119693e+05 -3.327129e+02 4.905861e-01 
4005 4.004500e-04 1 1 1.119934e+05 -3.324222e+02 4.910104e-01 
4006 4.005500e-04 1 1 1.120174e+05 -3.321310e+02 4.914349e-01 
4007 4.006500e-04 1 1 1.120415e+05 -3.318392e+02 4.918597e-01 
4008 4.007500e-04 1 1 1.120655e+05 -3.315469e+02 4.922847e-01 
4009 4.008500e-04 1 1 1.120895e+05 -3.312540e+02 4.927099e-01 
4010 4.009500e-04 1 1 1.121136e+05 -3.309605e+02 4.931354e-01 
4011 4.010500e-04 1 1 1.121376e+05 -3.306665e+02 4.935611e-01 
4012 4.011500e-04 1 1 1.121616e+05 -3.303719e+02 4.939870e-01 
4013 4.012500e-04 1 1 1.121856e+05 -3.300767e+02 4.944132e-01 
4014 4.013500e-04 1 1 1.122096e+05 -3.297810e+02 4.948397e-01 
4015 4.014500e-04 1 1 1.122336e+05 -3.294847e+02 4.952663e-01 
4016 4.015500e-04 1 1 1.122576e+05 -3.291879e+02 4.956932e-01 
4017 4.016500e-04 1 1 1.122816e+05 -3.288905e+02 4.961204e-01 
4018 4.017500e-04 1 1 1.123055e+05 -3.285926e+02 4.965478e-01 
4019 4.018500e-04 1 1 1.123295e+05 -3.282941e+02 4.969754e-01 
4020 4.019500e-04 1 1 1.123535e+05 -3.279950e+02 4.974033e-01 
4021 4.020500e-04 1 1 1.123774e+05 -3.276953e+02 4.978314e-01 
4022 4.021500e-04 1 1 1.124014e+05 -3.273951e+02 4.982597e-01 
4023 4.022500e-04 1 1 1.124254e+05 -3.270944e+02 4.986883e-01 
4024 4.023500e-04 1 1 1.124493e+05 -3.267931e+02 4.991171e-01 
4025 4.024500e-04 1 1 1.124732e+05 -3.264912e+02 4.995462e-01 
4026 4.025500e-04 1 1 1.124972e+05 -3.261888e+02 4.999755e-01 
4027 4.026500e-04 1 1 1.125211e+05 -3.258858e+02 5.004050e-01 
4028 4.027500e-04 1 1 1.125450e+05 -3.255822e+02 5.008348e-01 
4029 4.028500e-04 1 1 1.125689e+05 -3.252781e+02 5.012648e-01 
4030 4.029500e-04 1 1 1.125929e+05 -3.249734e+02 5.016950e-01 
4031 4.030500e-04 1 1 1.126168e+05 -3.246682e+02 5.021255e-01 
4032 4.031500e-04 1 1 1.126407e+05 -3.243624e+02 5.025563e-01 
4033 4.032500e-04 1 1 1.126646e+05 -3.240560e+02 5.029872e-01 
4034 4.033500e-04 1 1 1.126885e+05 -3.237491e+02 5.034184e-01 
4035 4.034500e-04 1 1 1.127123e+05 -3.234416e+02 5.038499e-01 
4036 4.035500e-04 1 1 1.127362e+05 -3.231336e+02 5.042816e-01 
4037 4.036500e-04 1 1 1.127601e+05 -3.228250e+02 5.047135e-01 
4038 4.037500e-04 1 1 1.127840e+05 -3.225158e+02 5.051457e-01 
4039 4.038500e-04 1 1 1.128078e+05 -3.222061e+02 5.055781e-01 
4040 4.039500e-04 1 1 1.128317e+05 -3.218958e+02 5.060107e-01 
4041 4.040500e-04 1 1 1.128555e+05 -3.215850e+02 5.064436e-01 
4042 4.041500e-04 1 1 1.128794e+05 -3.212736e+02 5.068767e-01 
4043 4.042500e-04 1 1 1.129032e+05 -3.209616e+02 5.073101e-01 
4044 4.043500e-04 1 1 1.129271e+05 -3.206491e+02 5.077437e-01 
4045 4.044500e-04 1 1 1.129509e+05 -3.203361e+02 5.081775e-01 
4046 4.045500e-04 1 1 1.129747e+05 -3.200224e+02 5.086116e-01 
4047 4.046500e-04 1 1 1.129985e+05 -3.197082e+02 5.090459e-01 
4048 4.047500e-04 1 1 1.130223e+05 -3.193935e+02 5.094805e-01 
4049 4.048500e-04 1 1 1.130461e+05 -3.190782e+02 5.099152e-01 
4050 4.049500e-04 1 1 1.130699e+05 -3.187623e+02 5.103503e-01 
4051 4.050500e-04 1 1 1.130937e+05 -3.184458e+02 5.107856e-01 
4052 4.051500e-04 1 1 1.131175e+05 -3.181289e+02 5.112211e-01 
4053 4.052500e-04 1 1 1.131413e+05 -3.178113e+02 5.116568e-01 
4054 4.053500e-04 1 1 1.131651e+05 -3.174932e+02 5.120928e-01 
4055 4.054500e-04 1 1 1.131889e+05 -3.171745e+02 5.125291e-01 
4056 4.055500e-04 1 1 1.132126e+05 -3.168553e+02 5.129655e-01 
4057 4.056500e-04 1 1 1.132364e+05 -3.165355e+02 5.134023e-01 
4058 4.057500e-04 1 1 1.132602e+05 -3.162152e+02 5.138392e-01 
4059 4.058500e-04 1 1 1.132839e+05 -3.158942e+02 5.142764e-01 
4060 4.059500e-04 1 1 1.133077e+05 -3.155728e+02 5.147138e-01 
4061 4.060500e-04 1 1 1.133314e+05 -3.152508e+02 5.151515e-01 
4062 4.061500e-04 1 1 1.133551e+05 -3.149282e+02 5.155894e-01 
4063 4.062500e-04 1 1 1.133789e+05 -3.146050e+02 5.160276e-01 
4064 4.063500e-04 1 1 1.134026e+05 -3.142813e+02 5.164660e-01 
4065 4.064500e-04 1 1 1.134263e+05 -3.139571e+02 5.169046e-01 
4066 4.065500e-04 1 1 1.134500e+05 -3.136322e+02 5.173435e-01 
4067 4.066500e-04 1 1 1.134737e+05 -3.133069e+02 5.177827e-01 
4068 4.067500e-04 1 1 1.134974e+05 -3.129809e+02 5.182220e-01 
4069 4.068500e-04 1 1 1.135211e+05 -3.126544e+02 5.186616e-01 
4070 4.069500e-04 1 1 1.135448e+05 -3.123274e+02 5.191015e-01 
4071 4.070500e-04 1 1 1.135685e+05 -3.119998e+02 5.195416e-01 
4072 4.071500e-04 1 1 1.135922e+05 -3.116716e+02 5.199819e-01 
4073 4.072500e-04 1 1 1.136159e+05 -3.113429e+02 5.204225e-01 
4074 4.073500e-04 1 1 1.136395e+05 -3.110136e+02 5.208633e-01 
4075 4.074500e-04 1 1 1.136632e+05 -3.106837e+02 5.213043e-01 
4076 4.075500e-04 1 1 1.136869e+05 -3.103533e+02 5.217456e-01 
4077 4.076500e-04 1 1 1.137105e+05 -3.100224e+02 5.221872e-01 
4078 4.077500e-04 1 1 1.137342e+05 -3.096909e+02 5.226290e-01 
4079 4.078500e-04 1 1 1.137578e+05 -3.093588e+02 5.230710e-01 
4080 4.079500e-04 1 1 1.137814e+05 -3.090261e+02 5.235133e-01 
4081 4.080500e-04 1 1 1.138051e+05 -3.086929e+02 5.239558e-01 
4082 4.081500e-04 1 1 1.138287e+05 -3.083592e+02 5.243985e-01 
4083 4.082500e-04 1 1 1.138523e+05 -3.080249e+02 5.248415e-01 
4084 4.083500e-04 1 1 1.138759e+05 -3.076900e+02 5.252848e-01 
4085 4.084500e-04 1 1 1.138995e+05 -3.073546e+02 5.257282e-01 
4086 4.085500e-04 1 1 1.139231e+05 -3.070186e+02 5.261720e-01 
4087 4.086500e-04 1 1 1.139467e+05 -3.066821e+02 5.266159e-01 
4088 4.087500e-04 1 1 1.139703e+05 -3.063450e+02 5.270601e-01 
4089 4.088500e-04 1 1 1.139939e+05 -3.060073e+02 5.275046e-01 
4090 4.089500e-04 1 1 1.140175e+05 -3.056691e+02 5.279493e-01 
4091 4.090500e-04 1 1 1.140411e+05 -3.053303e+02 5.283942e-01 
4092 4.091500e-04 1 1 1.140646e+05 -3.049910e+02 5.288394e-01 
4093 4.092500e-04 1 1 1.140882e+05 -3.046511e+02 5.292848e-01 
4094 4.093500e-04 1 1 1.141118e+05 -3.043107e+02 5.297305e-01 
4095 4.094500e-04 1 1 1.141353e+05 -3.039697e+02 5.301764e-01 
4096 4.095500e-04 1 1 1.141589e+05 -3.036281e+02 5.306226e-01 
4097 4.096500e-04 1 1 1.141824e+05 -3.032860e+02 5.310690e-01 
4098 4.097500e-04 1 1 1.142060e+05 -3.029433e+02 5.315156e-01 
4099 4.098500e-04 1 1 1.142295e+05 -3.026001e+02 5.319625e-01 
4100 4.099500e-04 1 1 1.142530e+05 -3.022563e+02 5.324096e-01 
4101 4.100500e-04 1 1 1.142765e+05 -3.019119e+02 5.328570e-01 
4102 4.101500e-04 1 1 1.143001e+05 -3.015670e+02 5.333046e-01 
4103 4.102500e-04 1 1 1.143236e+05 -3.012216e+02 5.337524e-01 
4104 4.103500e-04 1 1 1.143471e+05 -3.008756e+02 5.342005e-01 
4105 4.104500e-04 1 1 1.143706e+05 -3.005290e+02 5.346489e-01 
4106 4.105500e-04 1 1 1.143941e+05 -3.001819e+02 5.350974e-01 
4107 4.106500e-04 1 1 1.144176e+05 -2.998342e+02 5.355463e-01 
4108 4.107500e-04 1 1 1.144410e+05 -2.994859e+02 5.359953e-01 
4109 4.108500e-04 1 1 1.144645e+05 -2.991371e+02 5.364446e-01 
4110 4.109500e-04 1 1 1.144880e+05 -2.987878e+02 5.368942e-01 
4111 4.110500e-04 1 1 1.145115e+05 -2.984379e+02 5.373440e-01 
4112 4.111500e-04 1 1 1.145349e+05 -2.980874e+02 5.377940e-01 
4113 4.112500e-04 1 1 1.145584e+05 -2.977364e+02 5.382443e-01 
4114 4.113500e-04 1 1 1.145818e+05 -2.973848e+02 5.386948e-01 
4115 4.114500e-04 1 1 1.146053e+05 -2.970327e+02 5.391456e-01 
4116 4.115500e-04 1 1 1.146287e+05 -2.966800e+02 5.395966e-01 
4117 4.116500e-04 1 1 1.146521e+05 -2.963267e+02 5.400478e-01 
4118 4.117500e-04 1 1 1.146756e+05 -2.959729e+02 5.404993e-01 
4119 4.118500e-04 1 1 1.146990e+05 -2.956186e+02 5.409511e-01 
4120 4.119500e-04 1 1 1.147224e+05 -2.952637e+02 5.414030e-01 
4121 4.120500e-04 1 1 1.147458e+05 -2.949082e+02 5.418552e-01 
4122 4.121500e-04 1 1 1.147692e+05 -2.945522e+02 5.423077e-01 
4123 4.122500e-04 1 1 1.147926e+05 -2.941956e+02 5.427604e-01 
4124 4.123500e-04 1 1 1.148160e+05 -2.938385e+02 5.432133e-01 
4125 4.124500e-04 1 1 1.148394e+05 -2.934808e+02 5.436665e-01 
4126 4.125500e-04 1 1 1.148628e+05 -2.931225e+02 5.441199e-01 
4127 4.126500e-04 1 1 1.148862e+05 -2.927637e+02 5.445736e-01 
4128 4.127500e-04 1 1 1.149095e+05 -2.924044e+02 5.450275e-01 
4129 4.128500e-04 1 1 1.149329e+05 -2.920445e+02 5.454816e-01 
4130 4.129500e-04 1 1 1.149563e+05 -2.916840e+02 5.459360e-01 
4131 4.130500e-04 1 1 1.149796e+05 -2.913230e+02 5.463906e-01 
4132 4.131500e-04 1 1 1.150030e+05 -2.909614e+02 5.468455e-01 
4133 4.132500e-04 1 1 1.150263e+05 -2.905993e+02 5.473006e-01 
4134 4.133500e-04 1 1 1.150497e+05 -2.902366e+02 5.477560e-01 
4135 4.134500e-04 1 1 1.150730e+05 -2.898733e+02 5.482115e-01 
4136 4.135500e-04 1 1 1.150963e+05 -2.895095e+02 5.486674e-01 
4137 4.136500e-04 1 1 1.151197e+05 -2.891452e+02 5.491234e-01 
4138 4.137500e-04 1 1 1.151430e+05 -2.887803e+02 5.495797e-01 
4139 4.138500e-04 1 1 1.151663e+05 -2.884148e+02 5.500363e-01 
4140 4.139500e-04 1 1 1.151896e+05 -2.880488e+02 5.504930e-01 
4141 4.140500e-04 1 1 1.152129e+05 -2.876823e+02 5.509501e-01 
4142 4.141500e-04 1 1 1.152362e+05 -2.873151e+02 5.514073e-01 
4143 4.142500e-04 1 1 1.152595e+05 -2.869475e+02 5.518648e-01 
4144 4.143500e-04 1 1 1.152828e+05 -2.865792e+02 5.523225e-01 
4145 4.144500e-04 1 1 1.153061e+05 -2.862105e+02 5.527805e-01 
4146 4.145500e-04 1 1 1.153293e+05 -2.858411e+02 5.532387e-01 
4147 4.146500e-04 1 1 1.153526e+05 -2.854712e+02 5.536972e-01 
4148 4.147500e-04 1 1 1.153759e+05 -2.851008e+02 5.541559e-01 
4149 4.148500e-04 1 1 1.153991e+05 -2.847298e+02 5.546148e-01 
4150 4.149500e-04 1 1 1.154224e+05 -2.843582e+02 5.550740e-01 
4151 4.150500e-04 1 1 1.154456e+05 -2.839861e+02 5.555334e-01 
4152 4.151500e-04 1 1 1.154689e+05 -2.836135e+02 5.559930e-01 
4153 4.152500e-04 1 1 1.154921e+05 -2.832403e+02 5.564529e-01 
4154 4.153500e-04 1 1 1.155154e+05 -2.828665e+02 5.569130e-01 
4155 4.154500e-04 1 1 1.155386e+05 -2.824922e+02 5.573734e-01 
4156 4.155500e-04 1 1 1.155618e+05 -2.821173e+02 5.578340e-01 
4157 4.156500e-04 1 1 1.155850e+05 -2.817419e+02 5.582948e-01 
4158 4.157500e-04 1 1 1.156082e+05 -2.813659e+02 5.587559e-01 
4159 4.158500e-04 1 1 1.156314e+05 -2.809894e+02 5.592172e-01 
4160 4.159500e-04 1 1 1.156546e+05 -2.806123e+02 5.596787e-01 
4161 4.160500e-04 1 1 1.156778e+05 -2.802347e+02 5.601405e-01 
4162 4.161500e-04 1 1 1.157010e+05 -2.798565e+02 5.606025e-01 
4163 4.162500e-04 1 1 1.157242e+05 -2.794778e+02 5.610648e-01 
4164 4.163500e-04 1 1 1.157474e+05 -2.790985e+02 5.615273e-01 
4165 4.164500e-04 1 1 1.157706e+05 -2.787187e+02 5.619900e-01 
4166 4.165500e-04 1 1 1.157937e+05 -2.783383e+02 5.624530e-01 
4167 4.166500e-04 1 1 1.158169e+05 -2.779573e+02 5.629162e-01 
4168 4.167500e-04 1 1 1.158400e+05 -2.775758e+02 5.633796e-01 
4169 4.168500e-04 1 1 1.158632e+05 -2.771938e+02 5.638433e-01 
4170 4.169500e-04 1 1 1.158863e+05 -2.768112e+02 5.643072e-01 
4171 4.170500e-04 1 1 1.159095e+05 -2.764281e+02 5.647714e-01 
4172 4.171500e-04 1 1 1.159326e+05 -2.760444e+02 5.652358e-01 
4173 4.172500e-04 1 1 1.159557e+05 -2.756601e+02 5.657004e-01 
4174 4.173500e-04 1 1 1.159789e+05 -2.752753e+02 5.661653e-01 
4175 4.174500e-04 1 1 1.160020e+05 -2.748899e+02 5.666304e-01 
4176 4.175500e-04 1 1 1.160251e+05 -2.745040e+02 5.670957e-01 
4177 4.176500e-04 1 1 1.160482e+05 -2.741176e+02 5.675613e-01 
4178 4.177500e-04 1 1 1.160713e+05 -2.737306e+02 5.680271e-01 
4179 4.178500e-04 1 1 1.160944e+05 -2.733430e+02 5.684932e-01 
4180 4.179500e-04 1 1 1.161175e+05 -2.729549e+02 5.689595e-01 
4181 4.180500e-04 1 1 1.161406e+05 -2.725662e+02 5.694260e-01 
4182 4.181500e-04 1 1 1.161637e+05 -2.721770e+02 5.698928e-01 
4183 4.182500e-04 1 1 1.161867e+05 -2.717873e+02 5.703598e-01 
4184 4.183500e-04 1 1 1.162098e+05 -2.713970e+02 5.708270e-01 
4185 4.184500e-04 1 1 1.162329e+05 -2.710061e+02 5.712945e-01 
4186 4.185500e-04 1 1 1.162559e+05 -2.706147e+02 5.717622e-01 
4187 4.186500e-04 1 1 1.162790e+05 -2.702227e+02 5.722302e-01 
4188 4.187500e-04 1 1 1.163020e+05 -2.698302e+02 5.726984e-01 
4189 4.188500e-04 1 1 1.163251e+05 -2.694372e+02 5.731668e-01 
4190 4.189500e-04 1 1 1.163481e+05 -2.690435e+02 5.736355e-01 
4191 4.190500e-04 1 1 1.163712e+05 -2.686494e+02 5.741044e-01 
4192 4.191500e-04 1 1 1.163942e+05 -2.682547e+02 5.745735e-01 
4193 4.192500e-04 1 1 1.164172e+05 -2.678594e+02 5.750429e-01 
4194 4.193500e-04 1 1 1.164402e+05 -2.674636e+02 5.755126e-01 
4195 4.194500e-04 1 1 1.164632e+05 -2.670673e+02 5.759824e-01 
4196 4.195500e-04 1 1 1.164862e+05 -2.666703e+02 5.764525e-01 
4197 4.196500e-04 1 1 1.165092e+05 -2.662729e+02 5.769229e-01 
4198 4.197500e-04 1 1 1.165322e+05 -2.658749e+02 5.773935e-01 
4199 4.198500e-04 1 1 1.165552e+05 -2.654763e+02 5.778643e-01 
4200 4.199500e-04 1 1 1.165782e+05 -2.650772e+02 5.783354e-01 
4201 4.200500e-04 1 1 1.166012e+05 -2.646776e+02 5.788067e-01 
4202 4.201500e-04 1 1 1.166242e+05 -2.642774e+02 5.792782e-01 
4203 4.202500e-04 1 1 1.166471e+05 -2.638766e+02 5.797500e-01 
4204 4.203500e-04 1 1 1.166701e+05 -2.634753e+02 5.802220e-01 
4205 4.204500e-04 1 1 1.166930e+05 -2.630735e+02 5.806943e-01 
4206 4.205500e-04 1 1 1.167160e+05 -2.626711e+02 5.811668e-01 
4207 4.206500e-04 1 1 1.167389e+05 -2.622682e+02 5.816396e-01 
4208 4.207500e-04 1 1 1.167619e+05 -2.618647e+02 5.821125e-01 
4209 4.208500e-04 1 1 1.167848e+05 -2.614606e+02 5.825858e-01 
4210 4.209500e-04 1 1 1.168078e+05 -2.610560e+02 5.830592e-01 
4211 4.210500e-04 1 1 1.168307e+05 -2.606509e+02 5.835330e-01 
4212 4.211500e-04 1 1 1.168536e+05 -2.602452e+02 5.840069e-01 
4213 4.212500e-04 1 1 1.168765e+05 -2.598390e+02 5.844811e-01 
4214 4.213500e-04 1 1 1.168994e+05 -2.594322e+02 5.849556e-01 
4215 4.214500e-04 1 1 1.169223e+05 -2.590249e+02 5.854302e-01 
4216 4.215500e-04 1 1 1.169452e+05 -2.586170e+02 5.859052e-01 
4217 4.216500e-04 1 1 1.169681e+05 -2.582086e+02 5.863803e-01 
4218 4.217500e-04 1 1 1.169910e+05 -2.577997e+02 5.868557e-01 
4219 4.218500e-04 1 1 1.170139e+05 -2.573902e+02 5.873314e-01 
4220 4.219500e-04 1 1 1.170368e+05 -2.569801e+02 5.878073e-01 
4221 4.220500e-04 1 1 1.170596e+05 -2.565695e+02 5.882834e-01 
4222 4.221500e-04 1 1 1.170825e+05 -2.561583e+02 5.887598e-01 
4223 4.222500e-04 1 1 1.171054e+05 -2.557467e+02 5.892364e-01 
4224 4.223500e-04 1 1 1.171282e+05 -2.553344e+02 5.897133e-01 
4225 4.224500e-04 1 1 1.171511e+05 -2.549216e+02 5.901904e-01 
4226 4.225500e-04 1 1 1.171739e+05 -2.545083e+02 5.906677e-01 
4227 4.226500e-04 1 1 1.171968e+05 -2.540944e+02 5.911453e-01 
4228 4.227500e-04 1 1 1.172196e+05 -2.536800e+02 5.916232e-01 
4229 4.228500e-04 1 1 1.172424e+05 -2.532650e+02 5.921013e-01 
4230 4.229500e-04 1 1 1.172652e+05 -2.528495e+02 5.925796e-01 
4231 4.230500e-04 1 1 1.172881e+05 -2.524334e+02 5.930582e-01 
4232 4.231500e-04 1 1 1.173109e+05 -2.520168e+02 5.935370e-01 
4233 4.232500e-04 1 1 1.173337e+05 -2.515997e+02 5.940161e-01 
4234 4.233500e-04 1 1 1.173565e+05 -2.511820e+02 5.944954e-01 
4235 4.234500e-04 1 1 1.173793e+05 -2.507637e+02 5.949749e-01 
4236 4.235500e-04 1 1 1.174021e+05 -2.503449e+02 5.954547e-01 
4237 4.236500e-04 1 1 1.174249e+05 -2.499256e+02 5.959348e-01 
4238 4.237500e-04 1 1 1.174476e+05 -2.495057e+02 5.964151e-01 
4239 4.238500e-04 1 1 1.174704e+05 -2.490853e+02 5.968956e-01 
4240 4.239500e-04 1 1 1.174932e+05 -2.486644e+02 5.973764e-01 
4241 4.240500e-04 1 1 1.175160e+05 -2.482428e+02 5.978574e-01 
4242 4.241500e-04 1 1 1.175387e+05 -2.478208e+02 5.983387e-01 
4243 4.242500e-04 1 1 1.175615e+05 -2.473982e+02 5.988202e-01 
4244 4.243500e-04 1 1 1.175842e+05 -2.469751e+02 5.993020e-01 
4245 4.244500e-04 1 1 1.176070e+05 -2.465514e+02 5.997840e-01 
4246 4.245500e-04 1 1 1.176297e+05 -2.461271e+02 6.002662e-01 
4247 4.246500e-04 1 1 1.176524e+05 -2.457024e+02 6.007488e-01 
4248 4.247500e-04 1 1 1.176752e+05 -2.452771e+02 6.012315e-01 
4249 4.248500e-04 1 1 1.176979e+05 -2.448512e+02 6.017145e-01 
4250 4.249500e-04 1 1 1.177206e+05 -2.444248e+02 6.021978e-01 
4251 4.250500e-04 1 1 1.177433e+05 -2.439978e+02 6.026813e-01 
4252 4.251500e-04 1 1 1.177660e+05 -2.435704e+02 6.031650e-01 
4253 4.252500e-04 1 1 1.177887e+05 -2.431423e+02 6.036490e-01 
4254 4.253500e-04 1 1 1.178114e+05 -2.427138e+02 6.041332e-01 
4255 4.254500e-04 1 1 1.178341e+05 -2.422846e+02 6.046177e-01 
4256 4.255500e-04 1 1 1.178568e+05 -2.418550e+02 6.051025e-01 
4257 4.256500e-04 1 1 1.178795e+05 -2.414248e+02 6.055875e-01 
4258 4.257500e-04 1 1 1.179022e+05 -2.409940e+02 6.060727e-01 
4259 4.258500e-04 1 1 1.179248e+05 -2.405627e+02 6.065582e-01 
4260 4.259500e-04 1 1 1.179475e+05 -2.401309e+02 6.070439e-01 
4261 4.260500e-04 1 1 1.179701e+05 -2.396986e+02 6.075299e-01 
4262 4.261500e-04 1 1 1.179928e+05 -2.392656e+02 6.080161e-01 
4263 4.262500e-04 1 1 1.180154e+05 -2.388322e+02 6.085026e-01 
4264 4.263500e-04 1 1 1.180381e+05 -2.383982e+02 6.089894e-01 
4265 4.264500e-04 1 1 1.180607e+05 -2.379637e+02 6.094763e-01 
4266 4.265500e-04 1 1 1.180834e+05 -2.375286e+02 6.099636e-01 
4267 4.266500e-04 1 1 1.181060e+05 -2.370930e+02 6.104511e-01 
4268 4.267500e-04 1 1 1.181286e+05 -2.366568e+02 6.109388e-01 
4269 4.268500e-04 1 1 1.181512e+05 -2.362201e+02 6.114268e-01 
4270 4.269500e-04 1 1 1.181738e+05 -2.357829e+02 6.119150e-01 
4271 4.270500e-04 1 1 1.181964e+05 -2.353451e+02 6.124035e-01 
4272 4.271500e-04 1 1 1.182190e+05 -2.349068e+02 6.128922e-01 
4273 4.272500e-04 1 1 1.182416e+05 -2.344679e+02 6.133812e-01 
4274 4.273500e-04 1 1 1.182642e+05 -2.340285e+02 6.138705e-01 
4275 4.274500e-04 1 1 1.182868e+05 -2.335886e+02 6.143599e-01 
4276 4.275500e-04 1 1 1.183094e+05 -2.331481e+02 6.148497e-01 
4277 4.276500e-04 1 1 1.183320e+05 -2.327071e+02 6.153397e-01 
4278 4.277500e-04 1 1 1.183545e+05 -2.322655e+02 6.158299e-01 
4279 4.278500e-04 1 1 1.183771e+05 -2.318234e+02 6.163204e-01 
4280 4.279500e-04 1 1 1.183997e+05 -2.313808e+02 6.168112e-01 
4281 4.280500e-04 1 1 1.184222e+05 -2.309376e+02 6.173022e-01 
4282 4.281500e-04 1 1 1.184448e+05 -2.304939e+02 6.177934e-01 
4283 4.282500e-04 1 1 1.184673e+05 -2.300496e+02 6.182849e-01 
4284 4.283500e-04 1 1 1.184899e+05 -2.296048e+02 6.187767e-01 
4285 4.284500e-04 1 1 1.185124e+05 -2.291595e+02 6.192687e-01 
4286 4.285500e-04 1 1 1.185349e+05 -2.287136e+02 6.197610e-01 
4287 4.286500e-04 1 1 1.185574e+05 -2.282672e+02 6.202535e-01 
4288 4.287500e-04 1 1 1.185800e+05 -2.278203e+02 6.207463e-01 
4289 4.288500e-04 1 1 1.186025e+05 -2.273728e+02 6.212393e-01 
4290 4.289500e-04 1 1 1.186250e+05 -2.269247e+02 6.217326e-01 
4291 4.290500e-04 1 1 1.186475e+05 -2.264762e+02 6.222261e-01 
4292 4.291500e-04 1 1 1.186700e+05 -2.260271e+02 6.227199e-01 
4293 4.292500e-04 1 1 1.186925e+05 -2.255774e+02 6.232140e-01 
4294 4.293500e-04 1 1 1.187149e+05 -2.251273e+02 6.237083e-01 
4295 4.294500e-04 1 1 1.187374e+05 -2.246766e+02 6.242028e-01 
4296 4.295500e-04 1 1 1.187599e+05 -2.242253e+02 6.246976e-01 
4297 4.296500e-04 1 1 1.187824e+05 -2.237735e+02 6.251927e-01 
4298 4.297500e-04 1 1 1.188048e+05 -2.233212e+02 6.256880e-01 
4299 4.298500e-04 1 1 1.188273e+05 -2.228684e+02 6.261836e-01 
4300 4.299500e-04 1 1 1.188497e+05 -2.224151e+02 6.266794e-01 
4301 4.300500e-04 1 1 1.188722e+05 -2.219612e+02 6.271755e-01 
4302 4.301500e-04 1 1 1.188946e+05 -2.215069e+02 6.276718e-01 
4303 4.302500e-04 1 1 1.189171e+05 -2.210521e+02 6.281684e-01 
4304 4.303500e-04 1 1 1.189395e+05 -2.205967e+02 6.286652e-01 
4305 4.304500e-04 1 1 1.189619e+05 -2.201408e+02 6.291623e-01 
4306 4.305500e-04 1 1 1.189844e+05 -2.196845e+02 6.296597e-01 
4307 4.306500e-04 1 1 1.190068e+05 -2.192276e+02 6.301573e-01 
4308 4.307500e-04 1 1 1.190292e+05 -2.187702e+02 6.306551e-01 
4309 4.308500e-04 1 1 1.190516e+05 -2.183123e+02 6.311532e-01 
4310 4.309500e-04 1 1 1.190740e+05 -2.178539e+02 6.316516e-01 
4311 4.310500e-04 1 1 1.190964e+05 -2.173950e+02 6.321502e-01 
4312 4.311500e-04 1 1 1.191188e+05 -2.169356e+02 6.326491e-01 
4313 4.312500e-04 1 1 1.191411e+05 -2.164757e+02 6.331482e-01 
4314 4.313500e-04 1 1 1.191635e+05 -2.160153e+02 6.336476e-01 
4315 4.314500e-04 1 1 1.191859e+05 -2.155543e+02 6.341472e-01 
4316 4.315500e-04 1 1 1.192083e+05 -2.150929e+02 6.346471e-01 
4317 4.316500e-04 1 1 1.192306e+05 -2.146310e+02 6.351472e-01 
4318 4.317500e-04 1 1 1.192530e+05 -2.141685e+02 6.356476e-01 
4319 4.318500e-04 1 1 1.192753e+05 -2.137056e+02 6.361483e-01 
4320 4.319500e-04 1 1 1.192977e+05 -2.132421e+02 6.366492e-01 
4321 4.320500e-04 1 1 1.193200e+05 -2.127781e+02 6.371504e-01 
4322 4.321500e-04 1 1 1.193423e+05 -2.123137e+02 6.376518e-01 
4323 4.322500e-04 1 1 1.193647e+05 -2.118487e+02 6.381534e-01 
4324 4.323500e-04 1 1 1.193870e+05 -2.113832e+02 6.386554e-01 
4325 4.324500e-04 1 1 1.194093e+05 -2.109173e+02 6.391575e-01 
4326 4.325500e-04 1 1 1.194316e+05 -2.104508e+02 6.396600e-01 
4327 4.326500e-04 1 1 1.194539e+05 -2.099838e+02 6.401627e-01 
4328 4.327500e-04 1 1 1.194762e+05 -2.095163e+02 6.406656e-01 
4329 4.328500e-04 1 1 1.194985e+05 -2.090483e+02 6.411688e-01 
