#TimeIteration Time SubCycles NewtonSteps Lx Ly Lz 
0 0.000000e+00 0 0 0.000000e+00 0.000000e+00 0.000000e+00 
1 5.000000e-08 1 1 1.552453e+01 3.378285e-02 0.000000e+00 
2 1.500000e-07 1 1 4.656488e+01 1.010153e-01 0.000000e+00 
3 2.500000e-07 1 1 7.759366e+01 1.678043e-01 3.946088e-13 
4 3.500000e-07 1 1 1.086109e+02 2.341505e-01 2.208748e-12 
5 4.500000e-07 1 1 1.396166e+02 3.000549e-01 6.685303e-12 
6 5.500000e-07 1 1 1.706107e+02 3.655183e-01 1.563792e-11 
7 6.500000e-07 1 1 2.015934e+02 4.305414e-01 3.129543e-11 
8 7.500000e-07 1 1 2.325647e+02 4.951251e-01 5.632563e-11 
9 8.500000e-07 1 1 2.635245e+02 5.592702e-01 9.383308e-11 
10 9.500000e-07 1 1 2.944728e+02 6.229776e-01 1.473537e-10 
11 1.050000e-06 1 1 3.254098e+02 6.862479e-01 2.208524e-10 
12 1.150000e-06 1 1 3.563354e+02 7.490822e-01 3.187185e-10 
13 1.250000e-06 1 1 3.872497e+02 8.114811e-01 4.457617e-10 
14 1.350000e-06 1 1 4.181527e+02 8.734454e-01 6.072055e-10 
15 1.450000e-06 1 1 4.490443e+02 9.349761e-01 8.086837e-10 
16 1.550000e-06 1 1 4.799247e+02 9.960738e-01 1.056235e-09 
17 1.650000e-06 1 1 5.107938e+02 1.056739e+00 1.356296e-09 
18 1.750000e-06 1 1 5.416517e+02 1.116974e+00 1.715695e-09 
19 1.850000e-06 1 1 5.724984e+02 1.176778e+00 2.141647e-09 
20 1.950000e-06 1 1 6.033339e+02 1.236152e+00 2.641748e-09 
21 2.050000e-06 1 1 6.341583e+02 1.295097e+00 3.223962e-09 
22 2.150000e-06 1 1 6.649715e+02 1.353614e+00 3.896624e-09 
23 2.250000e-06 1 1 6.957736e+02 1.411704e+00 4.668423e-09 
24 2.350000e-06 1 1 7.265646e+02 1.469368e+00 5.548400e-09 
25 2.450000e-06 1 1 7.573446e+02 1.526605e+00 6.545938e-09 
26 2.550000e-06 1 1 7.881135e+02 1.583418e+00 7.670756e-09 
27 2.650000e-06 1 1 8.188714e+02 1.639807e+00 8.932900e-09 
28 2.750000e-06 1 1 8.496182e+02 1.695772e+00 1.034273e-08 
29 2.850000e-06 1 1 8.803541e+02 1.751315e+00 1.191093e-08 
30 2.950000e-06 1 1 9.110791e+02 1.806436e+00 1.364848e-08 
31 3.050000e-06 1 1 9.417931e+02 1.861136e+00 1.556663e-08 
32 3.150000e-06 1 1 9.724962e+02 1.915416e+00 1.767696e-08 
33 3.250000e-06 1 1 1.003188e+03 1.969277e+00 1.999129e-08 
34 3.350000e-06 1 1 1.033870e+03 2.022719e+00 2.252172e-08 
35 3.450000e-06 1 1 1.064540e+03 2.075744e+00 2.528062e-08 
36 3.550000e-06 1 1 1.095200e+03 2.128351e+00 2.828059e-08 
37 3.650000e-06 1 1 1.125849e+03 2.180542e+00 3.153450e-08 
38 3.750000e-06 1 1 1.156487e+03 2.232318e+00 3.505543e-08 
39 3.850000e-06 1 1 1.187114e+03 2.283679e+00 3.885669e-08 
40 3.950000e-06 1 1 1.217731e+03 2.334626e+00 4.295181e-08 
41 4.050000e-06 1 1 1.248337e+03 2.385160e+00 4.735454e-08 
42 4.150000e-06 1 1 1.278932e+03 2.435282e+00 5.207882e-08 
43 4.250000e-06 1 1 1.309517e+03 2.484992e+00 5.713878e-08 
44 4.350000e-06 1 1 1.340091e+03 2.534291e+00 6.254874e-08 
45 4.450000e-06 1 1 1.370654e+03 2.583180e+00 6.832319e-08 
46 4.550000e-06 1 1 1.401207e+03 2.631661e+00 7.447680e-08 
47 4.650000e-06 1 1 1.431749e+03 2.679732e+00 8.102440e-08 
48 4.750000e-06 1 1 1.462281e+03 2.727396e+00 8.798097e-08 
49 4.850000e-06 1 1 1.492802e+03 2.774653e+00 9.536165e-08 
50 4.950000e-06 1 1 1.523312e+03 2.821504e+00 1.031817e-07 
51 5.050000e-06 1 1 1.553813e+03 2.867950e+00 1.114565e-07 
52 5.150000e-06 1 1 1.584302e+03 2.913991e+00 1.202017e-07 
53 5.250000e-06 1 1 1.614781e+03 2.959628e+00 1.294328e-07 
54 5.350000e-06 1 1 1.645250e+03 3.004861e+00 1.391657e-07 
55 5.450000e-06 1 1 1.675709e+03 3.049693e+00 1.494162e-07 
56 5.550000e-06 1 1 1.706157e+03 3.094123e+00 1.602003e-07 
57 5.650000e-06 1 1 1.736594e+03 3.138152e+00 1.715341e-07 
58 5.750000e-06 1 1 1.767022e+03 3.181781e+00 1.834338e-07 
59 5.850000e-06 1 1 1.797439e+03 3.225011e+00 1.959157e-07 
60 5.950000e-06 1 1 1.827845e+03 3.267842e+00 2.089962e-07 
61 6.050000e-06 1 1 1.858242e+03 3.310276e+00 2.226916e-07 
62 6.150000e-06 1 1 1.888628e+03 3.352312e+00 2.370185e-07 
63 6.250000e-06 1 1 1.919004e+03 3.393953e+00 2.519935e-07 
64 6.350000e-06 1 1 1.949370e+03 3.435197e+00 2.676333e-07 
65 6.450000e-06 1 1 1.979725e+03 3.476047e+00 2.839546e-07 
66 6.550000e-06 1 1 2.010071e+03 3.516503e+00 3.009742e-07 
67 6.650000e-06 1 1 2.040406e+03 3.556565e+00 3.187091e-07 
68 6.750000e-06 1 1 2.070731e+03 3.596235e+00 3.371760e-07 
69 6.850000e-06 1 1 2.101047e+03 3.635513e+00 3.563921e-07 
70 6.950000e-06 1 1 2.131352e+03 3.674401e+00 3.763743e-07 
71 7.050000e-06 1 1 2.161647e+03 3.712897e+00 3.971398e-07 
72 7.150000e-06 1 1 2.191932e+03 3.751005e+00 4.187058e-07 
73 7.250000e-06 1 1 2.222206e+03 3.788723e+00 4.410894e-07 
74 7.350000e-06 1 1 2.252471e+03 3.826054e+00 4.643079e-07 
75 7.450000e-06 1 1 2.282726e+03 3.862997e+00 4.883786e-07 
76 7.550000e-06 1 1 2.312972e+03 3.899553e+00 5.133190e-07 
77 7.650000e-06 1 1 2.343207e+03 3.935723e+00 5.391464e-07 
78 7.750000e-06 1 1 2.373432e+03 3.971509e+00 5.658784e-07 
79 7.850000e-06 1 1 2.403647e+03 4.006910e+00 5.935324e-07 
80 7.950000e-06 1 1 2.433853e+03 4.041927e+00 6.221260e-07 
81 8.050000e-06 1 1 2.464048e+03 4.076562e+00 6.516770e-07 
82 8.150000e-06 1 1 2.494234e+03 4.110814e+00 6.822028e-07 
83 8.250000e-06 1 1 2.524410e+03 4.144685e+00 7.137214e-07 
84 8.350000e-06 1 1 2.554576e+03 4.178175e+00 7.462505e-07 
85 8.450000e-06 1 1 2.584733e+03 4.211285e+00 7.798079e-07 
86 8.550000e-06 1 1 2.614880e+03 4.244015e+00 8.144116e-07 
87 8.650000e-06 1 1 2.645017e+03 4.276367e+00 8.500795e-07 
88 8.750000e-06 1 1 2.675144e+03 4.308342e+00 8.868296e-07 
89 8.850000e-06 1 1 2.705262e+03 4.339939e+00 9.246800e-07 
90 8.950000e-06 1 1 2.735370e+03 4.371160e+00 9.636489e-07 
91 9.050000e-06 1 1 2.765468e+03 4.402005e+00 1.003754e-06 
92 9.150000e-06 1 1 2.795557e+03 4.432475e+00 1.045015e-06 
93 9.250000e-06 1 1 2.825636e+03 4.462571e+00 1.087448e-06 
94 9.350000e-06 1 1 2.855706e+03 4.492294e+00 1.131073e-06 
95 9.450000e-06 1 1 2.885766e+03 4.521643e+00 1.175909e-06 
96 9.550000e-06 1 1 2.915817e+03 4.550621e+00 1.221972e-06 
97 9.650000e-06 1 1 2.945858e+03 4.579227e+00 1.269283e-06 
98 9.750000e-06 1 1 2.975889e+03 4.607463e+00 1.317859e-06 
99 9.850000e-06 1 1 3.005911e+03 4.635328e+00 1.367720e-06 
100 9.950000e-06 1 1 3.035924e+03 4.662825e+00 1.418884e-06 
101 1.005000e-05 1 1 3.065927e+03 4.689953e+00 1.471370e-06 
102 1.015000e-05 1 1 3.095921e+03 4.716713e+00 1.525197e-06 
103 1.025000e-05 1 1 3.125905e+03 4.743106e+00 1.580384e-06 
104 1.035000e-05 1 1 3.155881e+03 4.769132e+00 1.636950e-06 
105 1.045000e-05 1 1 3.185846e+03 4.794793e+00 1.694914e-06 
106 1.055000e-05 1 1 3.215803e+03 4.820089e+00 1.754294e-06 
107 1.065000e-05 1 1 3.245750e+03 4.845021e+00 1.815111e-06 
108 1.075000e-05 1 1 3.275688e+03 4.869589e+00 1.877384e-06 
109 1.085000e-05 1 1 3.305616e+03 4.893795e+00 1.941132e-06 
110 1.095000e-05 1 1 3.335536e+03 4.917638e+00 2.006374e-06 
111 1.105000e-05 1 1 3.365446e+03 4.941119e+00 2.073130e-06 
112 1.115000e-05 1 1 3.395347e+03 4.964240e+00 2.141419e-06 
113 1.125000e-05 1 1 3.425238e+03 4.987001e+00 2.211261e-06 
114 1.135000e-05 1 1 3.455121e+03 5.009403e+00 2.282676e-06 
115 1.145000e-05 1 1 3.484994e+03 5.031445e+00 2.355684e-06 
116 1.155000e-05 1 1 3.514859e+03 5.053130e+00 2.430303e-06 
117 1.165000e-05 1 1 3.544714e+03 5.074458e+00 2.506554e-06 
118 1.175000e-05 1 1 3.574560e+03 5.095429e+00 2.584457e-06 
119 1.185000e-05 1 1 3.604397e+03 5.116044e+00 2.664032e-06 
120 1.195000e-05 1 1 3.634225e+03 5.136304e+00 2.745298e-06 
121 1.205000e-05 1 1 3.664044e+03 5.156209e+00 2.828276e-06 
122 1.215000e-05 1 1 3.693854e+03 5.175761e+00 2.912985e-06 
123 1.225000e-05 1 1 3.723655e+03 5.194959e+00 2.999447e-06 
124 1.235000e-05 1 1 3.753447e+03 5.213805e+00 3.087680e-06 
125 1.245000e-05 1 1 3.783230e+03 5.232300e+00 3.177705e-06 
126 1.255000e-05 1 1 3.813004e+03 5.250443e+00 3.269542e-06 
127 1.265000e-05 1 1 3.842769e+03 5.268236e+00 3.363212e-06 
128 1.275000e-05 1 1 3.872526e+03 5.285679e+00 3.458735e-06 
129 1.285000e-05 1 1 3.902273e+03 5.302773e+00 3.556130e-06 
130 1.295000e-05 1 1 3.932012e+03 5.319518e+00 3.655419e-06 
131 1.305000e-05 1 1 3.961742e+03 5.335916e+00 3.756621e-06 
132 1.315000e-05 1 1 3.991463e+03 5.351967e+00 3.859757e-06 
133 1.325000e-05 1 1 4.021175e+03 5.367672e+00 3.964847e-06 
134 1.335000e-05 1 1 4.050879e+03 5.383031e+00 4.071912e-06 
135 1.345000e-05 1 1 4.080573e+03 5.398045e+00 4.180971e-06 
136 1.355000e-05 1 1 4.110259e+03 5.412715e+00 4.292046e-06 
137 1.365000e-05 1 1 4.139937e+03 5.427042e+00 4.405157e-06 
138 1.375000e-05 1 1 4.169605e+03 5.441025e+00 4.520323e-06 
139 1.385000e-05 1 1 4.199265e+03 5.454666e+00 4.637566e-06 
140 1.395000e-05 1 1 4.228917e+03 5.467965e+00 4.756906e-06 
141 1.405000e-05 1 1 4.258559e+03 5.480924e+00 4.878362e-06 
142 1.415000e-05 1 1 4.288193e+03 5.493542e+00 5.001956e-06 
143 1.425000e-05 1 1 4.317819e+03 5.505821e+00 5.127708e-06 
144 1.435000e-05 1 1 4.347436e+03 5.517761e+00 5.255637e-06 
145 1.445000e-05 1 1 4.377044e+03 5.529362e+00 5.385766e-06 
146 1.455000e-05 1 1 4.406644e+03 5.540626e+00 5.518112e-06 
147 1.465000e-05 1 1 4.436235e+03 5.551553e+00 5.652698e-06 
148 1.475000e-05 1 1 4.465818e+03 5.562144e+00 5.789543e-06 
149 1.485000e-05 1 1 4.495392e+03 5.572399e+00 5.928668e-06 
150 1.495000e-05 1 1 4.524958e+03 5.582320e+00 6.070093e-06 
151 1.505000e-05 1 1 4.554515e+03 5.591906e+00 6.213837e-06 
152 1.515000e-05 1 1 4.584064e+03 5.601158e+00 6.359922e-06 
153 1.525000e-05 1 1 4.613605e+03 5.610077e+00 6.508367e-06 
154 1.535000e-05 1 1 4.643137e+03 5.618664e+00 6.659193e-06 
155 1.545000e-05 1 1 4.672661e+03 5.626920e+00 6.812420e-06 
156 1.555000e-05 1 1 4.702176e+03 5.634844e+00 6.968067e-06 
157 1.565000e-05 1 1 4.731683e+03 5.642438e+00 7.126156e-06 
158 1.575000e-05 1 1 4.761182e+03 5.649703e+00 7.286707e-06 
159 1.585000e-05 1 1 4.790673e+03 5.656638e+00 7.449739e-06 
160 1.595000e-05 1 1 4.820155e+03 5.663245e+00 7.615272e-06 
161 1.605000e-05 1 1 4.849629e+03 5.669525e+00 7.783327e-06 
162 1.615000e-05 1 1 4.879095e+03 5.675477e+00 7.953925e-06 
163 1.625000e-05 1 1 4.908552e+03 5.681103e+00 8.127084e-06 
164 1.635000e-05 1 1 4.938002e+03 5.686403e+00 8.302826e-06 
165 1.645000e-05 1 1 4.967443e+03 5.691377e+00 8.481170e-06 
166 1.655000e-05 1 1 4.996876e+03 5.696028e+00 8.662136e-06 
167 1.665000e-05 1 1 5.026301e+03 5.700354e+00 8.845746e-06 
168 1.675000e-05 1 1 5.055718e+03 5.704357e+00 9.032019e-06 
169 1.685000e-05 1 1 5.085126e+03 5.708038e+00 9.220975e-06 
170 1.695000e-05 1 1 5.114527e+03 5.711397e+00 9.412634e-06 
171 1.705000e-05 1 1 5.143919e+03 5.714435e+00 9.607018e-06 
172 1.715000e-05 1 1 5.173304e+03 5.717151e+00 9.804146e-06 
173 1.725000e-05 1 1 5.202680e+03 5.719548e+00 1.000404e-05 
174 1.735000e-05 1 1 5.232049e+03 5.721626e+00 1.020672e-05 
175 1.745000e-05 1 1 5.261409e+03 5.723385e+00 1.041220e-05 
176 1.755000e-05 1 1 5.290762e+03 5.724825e+00 1.062051e-05 
177 1.765000e-05 1 1 5.320106e+03 5.725949e+00 1.083167e-05 
178 1.775000e-05 1 1 5.349443e+03 5.726755e+00 1.104569e-05 
179 1.785000e-05 1 1 5.378771e+03 5.727245e+00 1.126260e-05 
180 1.795000e-05 1 1 5.408092e+03 5.727420e+00 1.148243e-05 
181 1.805000e-05 1 1 5.437405e+03 5.727280e+00 1.170518e-05 
182 1.815000e-05 1 1 5.466710e+03 5.726825e+00 1.193088e-05 
183 1.825000e-05 1 1 5.496007e+03 5.726057e+00 1.215956e-05 
184 1.835000e-05 1 1 5.525296e+03 5.724975e+00 1.239123e-05 
185 1.845000e-05 1 1 5.554578e+03 5.723582e+00 1.262591e-05 
186 1.855000e-05 1 1 5.583851e+03 5.721876e+00 1.286364e-05 
187 1.865000e-05 1 1 5.613117e+03 5.719860e+00 1.310442e-05 
188 1.875000e-05 1 1 5.642376e+03 5.717532e+00 1.334828e-05 
189 1.885000e-05 1 1 5.671626e+03 5.714895e+00 1.359524e-05 
190 1.895000e-05 1 1 5.700869e+03 5.711949e+00 1.384532e-05 
191 1.905000e-05 1 1 5.730104e+03 5.708694e+00 1.409855e-05 
192 1.915000e-05 1 1 5.759331e+03 5.705131e+00 1.435495e-05 
193 1.925000e-05 1 1 5.788551e+03 5.701260e+00 1.461454e-05 
194 1.935000e-05 1 1 5.817763e+03 5.697083e+00 1.487735e-05 
195 1.945000e-05 1 1 5.846967e+03 5.692600e+00 1.514338e-05 
196 1.955000e-05 1 1 5.876164e+03 5.687811e+00 1.541268e-05 
197 1.965000e-05 1 1 5.905353e+03 5.682716e+00 1.568526e-05 
198 1.975000e-05 1 1 5.934534e+03 5.677318e+00 1.596114e-05 
199 1.985000e-05 1 1 5.963708e+03 5.671616e+00 1.624036e-05 
200 1.995000e-05 1 1 5.992875e+03 5.665611e+00 1.652292e-05 
201 2.005000e-05 1 1 6.022034e+03 5.659303e+00 1.680886e-05 
202 2.015000e-05 1 1 6.051185e+03 5.652694e+00 1.709819e-05 
203 2.025000e-05 1 1 6.080329e+03 5.645783e+00 1.739095e-05 
204 2.035000e-05 1 1 6.109466e+03 5.638571e+00 1.768716e-05 
205 2.045000e-05 1 1 6.138595e+03 5.631060e+00 1.798684e-05 
206 2.055000e-05 1 1 6.167716e+03 5.623249e+00 1.829001e-05 
207 2.065000e-05 1 1 6.196830e+03 5.615139e+00 1.859671e-05 
208 2.075000e-05 1 1 6.225937e+03 5.606731e+00 1.890695e-05 
209 2.085000e-05 1 1 6.255036e+03 5.598025e+00 1.922076e-05 
210 2.095000e-05 1 1 6.284128e+03 5.589022e+00 1.953816e-05 
211 2.105000e-05 1 1 6.313213e+03 5.579723e+00 1.985919e-05 
212 2.115000e-05 1 1 6.342290e+03 5.570128e+00 2.018386e-05 
213 2.125000e-05 1 1 6.371360e+03 5.560238e+00 2.051220e-05 
214 2.135000e-05 1 1 6.400423e+03 5.550053e+00 2.084424e-05 
215 2.145000e-05 1 1 6.429478e+03 5.539574e+00 2.118000e-05 
216 2.155000e-05 1 1 6.458527e+03 5.528801e+00 2.151951e-05 
217 2.165000e-05 1 1 6.487567e+03 5.517736e+00 2.186279e-05 
218 2.175000e-05 1 1 6.516601e+03 5.506379e+00 2.220987e-05 
219 2.185000e-05 1 1 6.545627e+03 5.494730e+00 2.256078e-05 
220 2.195000e-05 1 1 6.574647e+03 5.482790e+00 2.291555e-05 
221 2.205000e-05 1 1 6.603659e+03 5.470560e+00 2.327419e-05 
222 2.215000e-05 1 1 6.632664e+03 5.458039e+00 2.363673e-05 
223 2.225000e-05 1 1 6.661661e+03 5.445230e+00 2.400321e-05 
224 2.235000e-05 1 1 6.690652e+03 5.432132e+00 2.437365e-05 
225 2.245000e-05 1 1 6.719636e+03 5.418746e+00 2.474807e-05 
226 2.255000e-05 1 1 6.748612e+03 5.405072e+00 2.512651e-05 
227 2.265000e-05 1 1 6.777581e+03 5.391111e+00 2.550898e-05 
228 2.275000e-05 1 1 6.806544e+03 5.376864e+00 2.589552e-05 
229 2.285000e-05 1 1 6.835499e+03 5.362332e+00 2.628615e-05 
230 2.295000e-05 1 1 6.864447e+03 5.347514e+00 2.668090e-05 
231 2.305000e-05 1 1 6.893388e+03 5.332412e+00 2.707979e-05 
232 2.315000e-05 1 1 6.922322e+03 5.317026e+00 2.748285e-05 
233 2.325000e-05 1 1 6.951250e+03 5.301356e+00 2.789012e-05 
234 2.335000e-05 1 1 6.980170e+03 5.285404e+00 2.830160e-05 
235 2.345000e-05 1 1 7.009083e+03 5.269170e+00 2.871734e-05 
236 2.355000e-05 1 1 7.037990e+03 5.252654e+00 2.913735e-05 
237 2.365000e-05 1 1 7.066889e+03 5.235857e+00 2.956167e-05 
238 2.375000e-05 1 1 7.095782e+03 5.218779e+00 2.999032e-05 
239 2.385000e-05 1 1 7.124668e+03 5.201422e+00 3.042332e-05 
240 2.395000e-05 1 1 7.153546e+03 5.183785e+00 3.086070e-05 
241 2.405000e-05 1 1 7.182418e+03 5.165870e+00 3.130249e-05 
242 2.415000e-05 1 1 7.211284e+03 5.147676e+00 3.174871e-05 
243 2.425000e-05 1 1 7.240142e+03 5.129205e+00 3.219939e-05 
244 2.435000e-05 1 1 7.268994e+03 5.110457e+00 3.265455e-05 
245 2.445000e-05 1 1 7.297838e+03 5.091433e+00 3.311422e-05 
246 2.455000e-05 1 1 7.326677e+03 5.072132e+00 3.357842e-05 
247 2.465000e-05 1 1 7.355508e+03 5.052557e+00 3.404718e-05 
248 2.475000e-05 1 1 7.384332e+03 5.032707e+00 3.452051e-05 
249 2.485000e-05 1 1 7.413150e+03 5.012582e+00 3.499846e-05 
250 2.495000e-05 1 1 7.441962e+03 4.992185e+00 3.548103e-05 
251 2.505000e-05 1 1 7.470766e+03 4.971514e+00 3.596825e-05 
252 2.515000e-05 1 1 7.499564e+03 4.950570e+00 3.646015e-05 
253 2.525000e-05 1 1 7.528355e+03 4.929355e+00 3.695675e-05 
254 2.535000e-05 1 1 7.557140e+03 4.907869e+00 3.745806e-05 
255 2.545000e-05 1 1 7.585918e+03 4.886112e+00 3.796412e-05 
256 2.555000e-05 1 1 7.614689e+03 4.864085e+00 3.847495e-05 
257 2.565000e-05 1 1 7.643454e+03 4.841788e+00 3.899056e-05 
258 2.575000e-05 1 1 7.672212e+03 4.819222e+00 3.951097e-05 
259 2.585000e-05 1 1 7.700964e+03 4.796388e+00 4.003622e-05 
260 2.595000e-05 1 1 7.729709e+03 4.773286e+00 4.056632e-05 
261 2.605000e-05 1 1 7.758448e+03 4.749917e+00 4.110128e-05 
262 2.615000e-05 1 1 7.787180e+03 4.726281e+00 4.164113e-05 
263 2.625000e-05 1 1 7.815905e+03 4.702378e+00 4.218589e-05 
264 2.635000e-05 1 1 7.844625e+03 4.678210e+00 4.273558e-05 
265 2.645000e-05 1 1 7.873337e+03 4.653777e+00 4.329022e-05 
266 2.655000e-05 1 1 7.902044e+03 4.629079e+00 4.384982e-05 
267 2.665000e-05 1 1 7.930744e+03 4.604118e+00 4.441440e-05 
268 2.675000e-05 1 1 7.959437e+03 4.578893e+00 4.498399e-05 
269 2.685000e-05 1 1 7.988124e+03 4.553405e+00 4.555859e-05 
270 2.695000e-05 1 1 8.016805e+03 4.527655e+00 4.613822e-05 
271 2.705000e-05 1 1 8.045479e+03 4.501643e+00 4.672291e-05 
272 2.715000e-05 1 1 8.074147e+03 4.475370e+00 4.731266e-05 
273 2.725000e-05 1 1 8.102809e+03 4.448836e+00 4.790750e-05 
274 2.735000e-05 1 1 8.131464e+03 4.422042e+00 4.850744e-05 
275 2.745000e-05 1 1 8.160114e+03 4.394989e+00 4.911248e-05 
276 2.755000e-05 1 1 8.188756e+03 4.367676e+00 4.972266e-05 
277 2.765000e-05 1 1 8.217393e+03 4.340106e+00 5.033798e-05 
278 2.775000e-05 1 1 8.246023e+03 4.312277e+00 5.095846e-05 
279 2.785000e-05 1 1 8.274647e+03 4.284191e+00 5.158411e-05 
280 2.795000e-05 1 1 8.303265e+03 4.255848e+00 5.221494e-05 
281 2.805000e-05 1 1 8.331877e+03 4.227249e+00 5.285097e-05 
282 2.815000e-05 1 1 8.360483e+03 4.198394e+00 5.349221e-05 
283 2.825000e-05 1 1 8.389082e+03 4.169284e+00 5.413868e-05 
284 2.835000e-05 1 1 8.417675e+03 4.139919e+00 5.479038e-05 
285 2.845000e-05 1 1 8.446262e+03 4.110300e+00 5.544732e-05 
286 2.855000e-05 1 1 8.474843e+03 4.080428e+00 5.610953e-05 
287 2.865000e-05 1 1 8.503418e+03 4.050302e+00 5.677700e-05 
288 2.875000e-05 1 1 8.531987e+03 4.019924e+00 5.744976e-05 
289 2.885000e-05 1 1 8.560550e+03 3.989295e+00 5.812782e-05 
290 2.895000e-05 1 1 8.589106e+03 3.958413e+00 5.881117e-05 
291 2.905000e-05 1 1 8.617657e+03 3.927281e+00 5.949984e-05 
292 2.915000e-05 1 1 8.646201e+03 3.895899e+00 6.019384e-05 
293 2.925000e-05 1 1 8.674740e+03 3.864267e+00 6.089318e-05 
294 2.935000e-05 1 1 8.703272e+03 3.832385e+00 6.159786e-05 
295 2.945000e-05 1 1 8.731799e+03 3.800255e+00 6.230790e-05 
296 2.955000e-05 1 1 8.760320e+03 3.767877e+00 6.302331e-05 
297 2.965000e-05 1 1 8.788834e+03 3.735251e+00 6.374409e-05 
298 2.975000e-05 1 1 8.817343e+03 3.702378e+00 6.447026e-05 
299 2.985000e-05 1 1 8.845846e+03 3.669258e+00 6.520184e-05 
300 2.995000e-05 1 1 8.874343e+03 3.635892e+00 6.593882e-05 
301 3.005000e-05 1 1 8.902834e+03 3.602281e+00 6.668122e-05 
302 3.015000e-05 1 1 8.931319e+03 3.568425e+00 6.742905e-05 
303 3.025000e-05 1 1 8.959798e+03 3.534324e+00 6.818231e-05 
304 3.035000e-05 1 1 8.988272e+03 3.499979e+00 6.894103e-05 
305 3.045000e-05 1 1 9.016740e+03 3.465391e+00 6.970521e-05 
306 3.055000e-05 1 1 9.045201e+03 3.430560e+00 7.047486e-05 
307 3.065000e-05 1 1 9.073657e+03 3.395486e+00 7.124999e-05 
308 3.075000e-05 1 1 9.102108e+03 3.360171e+00 7.203061e-05 
309 3.085000e-05 1 1 9.130552e+03 3.324614e+00 7.281673e-05 
310 3.095000e-05 1 1 9.158991e+03 3.288817e+00 7.360837e-05 
311 3.105000e-05 1 1 9.187424e+03 3.252779e+00 7.440554e-05 
312 3.115000e-05 1 1 9.215851e+03 3.216501e+00 7.520824e-05 
313 3.125000e-05 1 1 9.244273e+03 3.179985e+00 7.601650e-05 
314 3.135000e-05 1 1 9.272689e+03 3.143229e+00 7.683031e-05 
315 3.145000e-05 1 1 9.301099e+03 3.106235e+00 7.764970e-05 
316 3.155000e-05 1 1 9.329504e+03 3.069004e+00 7.847467e-05 
317 3.165000e-05 1 1 9.357902e+03 3.031535e+00 7.930524e-05 
318 3.175000e-05 1 1 9.386296e+03 2.993830e+00 8.014143e-05 
319 3.185000e-05 1 1 9.414683e+03 2.955889e+00 8.098324e-05 
320 3.195000e-05 1 1 9.443065e+03 2.917712e+00 8.183070e-05 
321 3.205000e-05 1 1 9.471442e+03 2.879300e+00 8.268381e-05 
322 3.215000e-05 1 1 9.499813e+03 2.840653e+00 8.354259e-05 
323 3.225000e-05 1 1 9.528178e+03 2.801772e+00 8.440705e-05 
324 3.235000e-05 1 1 9.556538e+03 2.762658e+00 8.527721e-05 
325 3.245000e-05 1 1 9.584892e+03 2.723310e+00 8.615309e-05 
326 3.255000e-05 1 1 9.613241e+03 2.683731e+00 8.703470e-05 
327 3.265000e-05 1 1 9.641584e+03 2.643920e+00 8.792207e-05 
328 3.275000e-05 1 1 9.669922e+03 2.603877e+00 8.881519e-05 
329 3.285000e-05 1 1 9.698254e+03 2.563604e+00 8.971411e-05 
330 3.295000e-05 1 1 9.726581e+03 2.523101e+00 9.061882e-05 
331 3.305000e-05 1 1 9.754903e+03 2.482369e+00 9.152936e-05 
332 3.315000e-05 1 1 9.783219e+03 2.441407e+00 9.244573e-05 
333 3.325000e-05 1 1 9.811529e+03 2.400216e+00 9.336797e-05 
334 3.335000e-05 1 1 9.839834e+03 2.358798e+00 9.429608e-05 
335 3.345000e-05 1 1 9.868134e+03 2.317151e+00 9.523010e-05 
336 3.355000e-05 1 1 9.896428e+03 2.275278e+00 9.617004e-05 
337 3.365000e-05 1 1 9.924718e+03 2.233178e+00 9.711591e-05 
338 3.375000e-05 1 1 9.953001e+03 2.190852e+00 9.806776e-05 
339 3.385000e-05 1 1 9.981280e+03 2.148301e+00 9.902559e-05 
340 3.395000e-05 1 1 1.000955e+04 2.105524e+00 9.998942e-05 
341 3.405000e-05 1 1 1.003782e+04 2.062523e+00 1.009593e-04 
342 3.415000e-05 1 1 1.006608e+04 2.019298e+00 1.019352e-04 
343 3.425000e-05 1 1 1.009434e+04 1.975849e+00 1.029172e-04 
344 3.435000e-05 1 1 1.012259e+04 1.932177e+00 1.039053e-04 
345 3.445000e-05 1 1 1.015084e+04 1.888282e+00 1.048996e-04 
346 3.455000e-05 1 1 1.017908e+04 1.844166e+00 1.059000e-04 
347 3.465000e-05 1 1 1.020732e+04 1.799827e+00 1.069066e-04 
348 3.475000e-05 1 1 1.023555e+04 1.755268e+00 1.079194e-04 
349 3.485000e-05 1 1 1.026377e+04 1.710488e+00 1.089384e-04 
350 3.495000e-05 1 1 1.029199e+04 1.665488e+00 1.099637e-04 
351 3.505000e-05 1 1 1.032021e+04 1.620269e+00 1.109953e-04 
352 3.515000e-05 1 1 1.034842e+04 1.574830e+00 1.120332e-04 
353 3.525000e-05 1 1 1.037663e+04 1.529173e+00 1.130775e-04 
354 3.535000e-05 1 1 1.040483e+04 1.483297e+00 1.141281e-04 
355 3.545000e-05 1 1 1.043302e+04 1.437204e+00 1.151851e-04 
356 3.555000e-05 1 1 1.046121e+04 1.390894e+00 1.162486e-04 
357 3.565000e-05 1 1 1.048940e+04 1.344367e+00 1.173186e-04 
